epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,61.0443,1.96549,4.25765,1.41949,0.00109,0.06809,0.00446,0.00104,2.14647,4.53775,1.52527,0.000909,0.000909,0.000909
